index,features
4500,APICalls::Landroid/widget/FrameLayout.onDraw()
4501,APICalls::Landroid/opengl/GLES20.glTexParameterf()
4502,APICalls::Landroid/webkit/WebView.getLeft()
4503,APICalls::Landroid/view/ViewGroup.bringToFront()
4504,APICalls::Landroid/provider/MediaStore$Images$Media.insertImage()
4505,APICalls::Landroid/widget/DatePicker$OnDateChangedListener.onDateChanged()
4506,APICalls::Landroid/content/CursorLoader.loadInBackground()
4507,APICalls::Landroid/telephony/TelephonyManager.getSimState()
4508,APICalls::Landroid/widget/ImageButton.setClickable()
4509,APICalls::Landroid/opengl/EGL14.eglTerminate()
4510,APICalls::Landroid/telephony/TelephonyManager.getSimCountryIso()
4511,APICalls::Landroid/telephony/TelephonyManager.getSimOperatorName()
4512,APICalls::Landroid/webkit/HttpAuthHandler.cancel()
4513,APICalls::Landroid/content/ComponentName.getShortClassName()
4514,APICalls::Landroid/content/res/AssetFileDescriptor.createOutputStream()
4515,APICalls::Landroid/view/ViewGroup.setBackground()
4516,APICalls::Landroid/widget/EditText.getMeasuredHeight()
4517,APICalls::Landroid/icu/text/SimpleDateFormat.setTimeZone()
4518,APICalls::Landroid/icu/text/SimpleDateFormat.parse()
4519,APICalls::Landroid/widget/CheckBox.getText()
4520,APICalls::Landroid/net/NetworkRequest$Builder.addTransportType()
4521,APICalls::Landroid/telephony/cdma/CdmaCellLocation.getBaseStationId()
4522,APICalls::Landroid/view/ScaleGestureDetector$SimpleOnScaleGestureListener.onScaleEnd()
4523,APICalls::Landroid/view/ViewGroup.bringChildToFront()
4524,APICalls::Landroid/telephony/TelephonyManager.getSubscriberId()
4525,APICalls::Landroid/webkit/WebView.setOnKeyListener()
4526,APICalls::Landroid/widget/Button.startAnimation()
4527,APICalls::Landroid/widget/EditText.getVisibility()
4528,APICalls::Landroid/net/NetworkRequest$Builder.removeCapability()
4529,APICalls::Landroid/widget/RatingBar$OnRatingBarChangeListener.onRatingChanged()
4530,APICalls::Landroid/os/CountDownTimer.start()
4531,APICalls::Landroid/text/format/DateFormat.getLongDateFormat()
4532,APICalls::Landroid/opengl/EGL14.eglCreateWindowSurface()
4533,APICalls::Landroid/view/TextureView.getHeight()
4534,APICalls::Landroid/widget/RadioButton.isChecked()
4535,APICalls::Landroid/os/StrictMode$ThreadPolicy$Builder.detectNetwork()
4536,APICalls::Landroid/webkit/WebSettings.setDefaultFontSize()
4537,APICalls::Landroid/text/format/Time.getCurrentTimezone()
4538,APICalls::Landroid/bluetooth/BluetoothDevice.getBluetoothClass()
4539,APICalls::Landroid/widget/Chronometer.start()
4540,APICalls::Landroid/webkit/WebView.setNetworkAvailable()
4541,APICalls::Landroid/widget/FrameLayout.getLeft()
4542,APICalls::Landroid/net/NetworkInfo.getState()
4543,APICalls::Landroid/webkit/ClientCertRequest.getKeyTypes()
4544,APICalls::Landroid/widget/TextView.getPaintFlags()
4545,APICalls::Landroid/widget/TextView.setPaintFlags()
4546,APICalls::Landroid/widget/Button.getCompoundPaddingLeft()
4547,APICalls::Landroid/content/ContentProviderOperation$Builder.withSelection()
4548,APICalls::Landroid/content/ContentProviderOperation.newDelete()
4549,APICalls::Landroid/content/ContentProviderOperation$Builder.withValues()
4550,APICalls::Landroid/icu/text/SimpleDateFormat.toLocalizedPattern()
4551,APICalls::Landroid/opengl/Matrix.setIdentityM()
4552,APICalls::Landroid/security/keystore/KeyGenParameterSpec.getEncryptionPaddings()
4553,APICalls::Landroid/webkit/WebSettings.getDefaultFontSize()
4554,APICalls::Landroid/bluetooth/BluetoothAdapter.startLeScan()
4555,APICalls::Landroid/widget/Button.setCompoundDrawableTintList()
4556,APICalls::Landroid/view/ViewDebug$ExportedProperty.flagMapping()
4557,APICalls::Landroid/view/View.setHorizontalFadingEdgeEnabled()
4558,APICalls::Landroid/content/AsyncQueryHandler.startInsert()
4559,APICalls::Landroid/widget/AdapterView.onLayout()
4560,APICalls::Landroid/opengl/GLES20.glUniformMatrix4fv()
4561,APICalls::Landroid/widget/ImageView.unscheduleDrawable()
4562,APICalls::Landroid/content/Loader.getId()
4563,APICalls::Landroid/net/LocalServerSocket.accept()
4564,APICalls::Landroid/net/LocalServerSocket.close()
4565,APICalls::Landroid/net/LocalSocket.getPeerCredentials()
4566,APICalls::Landroid/widget/ImageView.onConfigurationChanged()
4567,APICalls::Landroid/opengl/EGLExt.eglPresentationTimeANDROID()
4568,APICalls::Landroid/opengl/EGL14.eglSwapBuffers()
4569,APICalls::Landroid/widget/TextView.getBackground()
4570,APICalls::Landroid/webkit/WebView.setBackgroundTintList()
4571,APICalls::Landroid/widget/TableLayout.setColumnShrinkable()
4572,APICalls::Landroid/telephony/TelephonyManager.getCellLocation()
4573,APICalls::Landroid/opengl/EGL14.eglGetError()
4574,APICalls::Landroid/net/NetworkRequest$Builder.removeTransportType()
4575,APICalls::Landroid/net/ConnectivityManager.requestNetwork()
4576,APICalls::Landroid/text/method/TextKeyListener.getInstance()
4577,APICalls::Landroid/webkit/WebView.pageDown()
4578,APICalls::Landroid/webkit/WebView.canScrollVertically()
4579,APICalls::Landroid/webkit/WebView.scrollBy()
4580,APICalls::Landroid/webkit/WebView.setScrollContainer()
4581,APICalls::Landroid/net/UrlQuerySanitizer.getValue()
4582,APICalls::Landroid/widget/AdapterView$OnItemSelectedListener.onItemSelected()
4583,APICalls::Landroid/view/ViewDebug$FlagToString.mask()
4584,APICalls::Landroid/view/ViewDebug$FlagToString.name()
4585,APICalls::Landroid/widget/CheckBox.setButtonTintList()
4586,APICalls::Landroid/widget/RadioButton.setTextColor()
4587,APICalls::Landroid/widget/RadioButton.getBackground()
4588,APICalls::Landroid/widget/TextView.setBackgroundTintList()
4589,APICalls::Landroid/os/Debug.dumpHprofData()
4590,APICalls::Landroid/os/Bundle.getBooleanArray()
4591,APICalls::Landroid/view/View.onKeyDown()
4592,APICalls::Landroid/widget/Switch.setSwitchTextAppearance()
4593,APICalls::Landroid/widget/TabHost.getCurrentTabTag()
4594,APICalls::Landroid/widget/TableLayout.setShrinkAllColumns()
4595,APICalls::Landroid/text/SpannableStringBuilder.getSpans()
4596,APICalls::Landroid/webkit/WebView.postUrl()
4597,APICalls::Landroid/view/ViewGroup.setLayoutAnimationListener()
4598,APICalls::Landroid/widget/ImageButton.onCreateDrawableState()
4599,APICalls::Landroid/widget/Button.onAttachedToWindow()
4600,APICalls::Landroid/content/Context.deleteSharedPreferences()
4601,APICalls::Landroid/content/res/Configuration.writeToParcel()
4602,APICalls::Landroid/widget/TableLayout.setStretchAllColumns()
4603,APICalls::Landroid/text/method/KeyListener.getInputType()
4604,APICalls::Landroid/widget/TextView.setKeyListener()
4605,APICalls::Landroid/widget/TextView.getImeActionLabel()
4606,APICalls::Landroid/widget/TextView.setImeActionLabel()
4607,APICalls::Landroid/widget/TextView.getFilters()
4608,APICalls::Landroid/text/InputFilter$LengthFilter.getMax()
4609,APICalls::Landroid/speech/SpeechRecognizer.cancel()
4610,APICalls::Landroid/os/StatFs.getBlockSizeLong()
4611,APICalls::Landroid/os/StatFs.getBlockCountLong()
4612,APICalls::Landroid/net/ConnectivityManager.bindProcessToNetwork()
4613,APICalls::Landroid/net/Uri.withAppendedPath()
4614,APICalls::Landroid/security/keystore/KeyGenParameterSpec$Builder.setDigests()
4615,APICalls::Landroid/widget/SearchView.setLayoutParams()
4616,APICalls::Landroid/widget/CheckBox.setOnCheckedChangeListener()
4617,APICalls::Landroid/widget/SearchView.getBackground()
4618,APICalls::Landroid/util/LongSparseArray.size()
4619,APICalls::Landroid/webkit/WebView.clearMatches()
4620,APICalls::Landroid/view/ViewGroup.setBackgroundDrawable()
4621,APICalls::Landroid/widget/FrameLayout.clearAnimation()
4622,APICalls::Landroid/widget/TextView.getShadowDx()
4623,APICalls::Landroid/widget/TextView.getShadowDy()
4624,APICalls::Landroid/widget/TextView.getShadowRadius()
4625,APICalls::Landroid/widget/Switch.setTag()
4626,APICalls::Landroid/widget/FrameLayout.requestFocus()
4627,APICalls::Landroid/widget/CheckedTextView.setBackgroundResource()
4628,APICalls::Landroid/widget/TimePicker.setMinute()
4629,APICalls::Landroid/view/View.removeOnLayoutChangeListener()
4630,APICalls::Landroid/webkit/WebSettings.setLayoutAlgorithm()
4631,APICalls::Landroid/widget/AbsSpinner.getAdapter()
4632,APICalls::Landroid/widget/AdapterView.setOnItemSelectedListener()
4633,APICalls::Landroid/util/SparseLongArray.put()
4634,APICalls::Landroid/widget/AdapterView.setSelection()
4635,APICalls::Landroid/widget/AutoCompleteTextView.setValidator()
4636,APICalls::Landroid/widget/CalendarView$OnDateChangeListener.onSelectedDayChange()
4637,APICalls::Landroid/widget/CalendarView.setOnDateChangeListener()
4638,APICalls::Landroid/widget/TextView.getCompoundPaddingRight()
4639,APICalls::Landroid/view/ViewDebug$ExportedProperty.formatToHexString()
4640,APICalls::Landroid/widget/ImageView.performClick()
4641,APICalls::Landroid/util/ArraySet.add()
4642,APICalls::Landroid/widget/NumberPicker$OnValueChangeListener.onValueChange()
4643,APICalls::Landroid/widget/ImageView.setImageAlpha()
4644,APICalls::Landroid/widget/OverScroller.forceFinished()
4645,APICalls::Landroid/view/inputmethod/InputConnectionWrapper.deleteSurroundingText()
4646,APICalls::Landroid/widget/Switch.setOnClickListener()
4647,APICalls::Landroid/os/CountDownTimer.cancel()
4648,APICalls::Landroid/view/Window.getWindowManager()
4649,APICalls::Landroid/telephony/gsm/GsmCellLocation.getLac()
4650,APICalls::Landroid/bluetooth/BluetoothClass.getDeviceClass()
4651,APICalls::Landroid/widget/SearchView.setOnSuggestionListener()
4652,APICalls::Landroid/widget/ImageView.setBackgroundTintList()
4653,APICalls::Landroid/widget/ImageView.onLayout()
4654,APICalls::Landroid/provider/MediaStore$Images$Thumbnails.cancelThumbnailRequest()
4655,APICalls::Landroid/widget/ImageView.setMinimumHeight()
4656,APICalls::Landroid/widget/ImageView.onTouchEvent()
4657,APICalls::Landroid/widget/Button.setBackgroundTintList()
4658,APICalls::Landroid/webkit/MimeTypeMap.hasExtension()
4659,APICalls::Landroid/content/pm/ResolveInfo.getIconResource()
4660,APICalls::Landroid/util/Xml$Encoding.name()
4661,APICalls::Landroid/webkit/WebChromeClient$FileChooserParams.parseResult()
4662,APICalls::Landroid/net/Credentials.getPid()
4663,APICalls::Landroid/text/Layout.getText()
4664,APICalls::Landroid/text/Layout.getLineLeft()
4665,APICalls::Landroid/widget/ViewFlipper.getCurrentView()
4666,APICalls::Landroid/view/animation/ScaleAnimation.setAnimationListener()
4667,APICalls::Landroid/widget/TextView.setImportantForAccessibility()
4668,APICalls::Landroid/util/LongSparseArray.get()
4669,APICalls::Landroid/os/StrictMode$ThreadPolicy$Builder.penaltyDeath()
4670,APICalls::Landroid/util/TypedValue.complexToFloat()
4671,APICalls::Landroid/os/Debug$MemoryInfo.getTotalPss()
4672,APICalls::Landroid/os/Bundle.putCharSequenceArrayList()
4673,APICalls::Landroid/widget/TabHost.getCurrentTabView()
4674,APICalls::Landroid/widget/HorizontalScrollView.smoothScrollTo()
4675,APICalls::Landroid/widget/ListView.setItemsCanFocus()
4676,APICalls::Landroid/widget/HorizontalScrollView.getWidth()
4677,APICalls::Landroid/widget/EditText.onKeyPreIme()
4678,APICalls::Landroid/widget/ListView.setLayoutParams()
4679,APICalls::Landroid/view/SurfaceView.setZOrderMediaOverlay()
4680,APICalls::Landroid/view/SurfaceView.setVisibility()
4681,APICalls::Landroid/widget/RelativeLayout.onSizeChanged()
4682,APICalls::Landroid/content/ContextWrapper.getAssets()
4683,APICalls::Landroid/view/Window.takeSurface()
4684,APICalls::Landroid/widget/EditText.setClickable()
4685,APICalls::Landroid/view/SurfaceHolder.setSizeFromLayout()
4686,APICalls::Landroid/content/ContextWrapper.unregisterReceiver()
4687,APICalls::Landroid/widget/RelativeLayout.setEnabled()
4688,APICalls::Landroid/widget/TextView.clearFocus()
4689,APICalls::Landroid/widget/EditText.onWindowFocusChanged()
4690,APICalls::Landroid/content/ContextWrapper.getPackageManager()
4691,APICalls::Landroid/telephony/TelephonyManager.getSimOperator()
4692,APICalls::Landroid/util/DisplayMetrics.setTo()
4693,APICalls::Landroid/text/Selection.removeSelection()
4694,APICalls::Landroid/content/ContextWrapper.getPackageCodePath()
4695,APICalls::Landroid/widget/TextView.requestFocus()
4696,APICalls::Landroid/widget/MediaController.onTouchEvent()
4697,APICalls::Landroid/content/ContextWrapper.getSystemService()
4698,APICalls::Landroid/view/animation/Animation.setFillBefore()
4699,APICalls::Landroid/view/View.setSaveEnabled()
4700,APICalls::Landroid/widget/RelativeLayout.bringChildToFront()
4701,APICalls::Landroid/widget/TextView.setPressed()
4702,APICalls::Landroid/widget/Button.postInvalidate()
4703,APICalls::Landroid/widget/MediaController.onKeyDown()
4704,APICalls::Landroid/widget/FrameLayout.onKeyDown()
4705,APICalls::Landroid/content/pm/PackageManager.getPermissionInfo()
4706,APICalls::Landroid/widget/FrameLayout.updateViewLayout()
4707,APICalls::Landroid/view/View.dispatchTrackballEvent()
4708,APICalls::Landroid/view/SurfaceHolder.setFormat()
4709,APICalls::Landroid/view/MotionEvent.addBatch()
4710,APICalls::Landroid/view/SurfaceView.setFocusable()
4711,APICalls::Landroid/view/SurfaceView.setFocusableInTouchMode()
4712,APICalls::Landroid/renderscript/FieldPacker.addI64()
4713,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachSrcOver()
4714,APICalls::Landroid/renderscript/Allocation.getBytesSize()
4715,APICalls::Landroid/renderscript/Allocation.setFromFieldPacker()
4716,APICalls::Landroid/widget/ImageButton.setAdjustViewBounds()
4717,APICalls::Landroid/renderscript/Sampler$Builder.setAnisotropy()
4718,APICalls::Landroid/renderscript/ScriptIntrinsicConvolve3x3.setCoefficients()
4719,APICalls::Landroid/renderscript/Sampler$Builder.create()
4720,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDAdd()
4721,APICalls::Landroid/renderscript/Element.I16()
4722,APICalls::Landroid/renderscript/ScriptIntrinsicYuvToRGB.setInput()
4723,APICalls::Landroid/renderscript/ScriptIntrinsicConvolve5x5.create()
4724,APICalls::Landroid/renderscript/ScriptIntrinsicConvolve5x5.forEach()
4725,APICalls::Landroid/renderscript/ScriptIntrinsicConvolve5x5.getKernelID()
4726,APICalls::Landroid/renderscript/ScriptIntrinsicConvolve5x5.setCoefficients()
4727,APICalls::Landroid/renderscript/ScriptIntrinsicConvolve5x5.setInput()
4728,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDSubtract()
4729,APICalls::Landroid/renderscript/Element.I64()
4730,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDDstAtop()
4731,APICalls::Landroid/widget/SeekBar.getIndeterminateDrawable()
4732,APICalls::Landroid/renderscript/Allocation.createFromString()
4733,APICalls::Landroid/widget/ImageView.setMinimumWidth()
4734,APICalls::Landroid/renderscript/Element.U64()
4735,APICalls::Landroid/renderscript/Allocation.copy1DRangeFrom()
4736,APICalls::Landroid/renderscript/Element.BOOLEAN()
4737,APICalls::Landroid/renderscript/Element$Builder.create()
4738,APICalls::Landroid/renderscript/Element.TYPE()
4739,APICalls::Landroid/renderscript/Element.MATRIX_3X3()
4740,APICalls::Landroid/renderscript/Element.MATRIX_2X2()
4741,APICalls::Landroid/widget/ScrollView.getPaddingTop()
4742,APICalls::Landroid/widget/ScrollView.getPaddingBottom()
4743,APICalls::Landroid/webkit/WebView.getMeasuredHeight()
4744,APICalls::Landroid/webkit/WebView.getContentHeight()
4745,APICalls::Landroid/webkit/WebView.getScale()
4746,APICalls::Landroid/webkit/WebView.getScrollY()
4747,APICalls::Landroid/webkit/WebView.getPaddingTop()
4748,APICalls::Landroid/webkit/WebView.getPaddingBottom()
4749,APICalls::Landroid/renderscript/Allocation.copy1DRangeFromUnchecked()
4750,APICalls::Landroid/renderscript/ScriptGroup$Builder.create()
4751,APICalls::Landroid/renderscript/ScriptGroup.execute()
4752,APICalls::Landroid/renderscript/Element.SAMPLER()
4753,APICalls::Landroid/widget/EditText.setTextSize()
4754,APICalls::Landroid/renderscript/Element.SCRIPT()
4755,APICalls::Landroid/widget/ScrollView.setId()
4756,APICalls::Landroid/renderscript/FieldPacker.addF32()
4757,APICalls::Landroid/renderscript/FieldPacker.addF64()
4758,APICalls::Landroid/renderscript/FieldPacker.addI16()
4759,APICalls::Landroid/renderscript/Allocation.copy2DRangeFrom()
4760,APICalls::Landroid/renderscript/FieldPacker.addU64()
4761,APICalls::Landroid/widget/ListPopupWindow.setBackgroundDrawable()
4762,APICalls::Landroid/view/ViewGroup.onFinishInflate()
4763,APICalls::Landroid/widget/CheckBox.getContext()
4764,APICalls::Landroid/renderscript/FieldPacker.addI32()
4765,APICalls::Landroid/widget/ProgressBar.setProgressTintList()
4766,APICalls::Landroid/renderscript/Allocation.copyFrom()
4767,APICalls::Landroid/renderscript/ScriptIntrinsic3DLUT.create()
4768,APICalls::Landroid/renderscript/ScriptIntrinsic3DLUT.forEach()
4769,APICalls::Landroid/renderscript/ScriptIntrinsic3DLUT.getKernelID()
4770,APICalls::Landroid/renderscript/ScriptIntrinsic3DLUT.setLUT()
4771,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.create()
4772,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachAdd()
4773,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachClear()
4774,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachDst()
4775,APICalls::Landroid/renderscript/ScriptGroup$Builder.addKernel()
4776,APICalls::Landroid/renderscript/FieldPacker.addU32()
4777,APICalls::Landroid/renderscript/Allocation.copyFromUnchecked()
4778,APICalls::Landroid/widget/ScrollView.setClipToPadding()
4779,APICalls::Landroid/renderscript/FieldPacker.addI8()
4780,APICalls::Landroid/webkit/WebView.setId()
4781,APICalls::Landroid/widget/EditText.setBackgroundTintList()
4782,APICalls::Landroid/widget/ScrollView.executeKeyEvent()
4783,APICalls::Landroid/widget/ProgressBar.setSecondaryProgressTintList()
4784,APICalls::Landroid/view/View.isFocusableInTouchMode()
4785,APICalls::Landroid/view/ViewConfiguration.getPressedStateDuration()
4786,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachDstOver()
4787,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachSrcAtop()
4788,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachSrcOut()
4789,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachXor()
4790,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDClear()
4791,APICalls::Landroid/widget/ProgressBar.setIndeterminateTintList()
4792,APICalls::Landroid/widget/RadioButton.getContext()
4793,APICalls::Landroid/widget/SeekBar.setThumbTintList()
4794,APICalls::Landroid/preference/Preference$BaseSavedState.writeToParcel()
4795,APICalls::Landroid/renderscript/Allocation.createCubemapFromCubeFaces()
4796,APICalls::Landroid/renderscript/FieldPacker.addMatrix()
4797,APICalls::Landroid/renderscript/FieldPacker.addU16()
4798,APICalls::Landroid/renderscript/Element.I32()
4799,APICalls::Landroid/renderscript/Allocation.createCubemapFromBitmap()
4800,APICalls::Landroid/renderscript/Allocation.createFromBitmapResource()
4801,APICalls::Landroid/renderscript/Allocation.syncAll()
4802,APICalls::Landroid/renderscript/Element.ELEMENT()
4803,APICalls::Landroid/preference/ListPreference.onSaveInstanceState()
4804,APICalls::Landroid/renderscript/Sampler$Builder.setMinification()
4805,APICalls::Landroid/renderscript/Sampler$Builder.setMagnification()
4806,APICalls::Landroid/renderscript/Sampler$Builder.setWrapS()
4807,APICalls::Landroid/renderscript/Sampler$Builder.setWrapT()
4808,APICalls::Landroid/renderscript/FieldPacker.addU8()
4809,APICalls::Landroid/view/View.performLongClick()
4810,APICalls::Landroid/widget/EditText.post()
4811,APICalls::Landroid/widget/AdapterView.performItemClick()
4812,APICalls::Landroid/renderscript/Element.I8()
4813,APICalls::Landroid/renderscript/Element.U8()
4814,APICalls::Landroid/renderscript/FieldPacker.align()
4815,APICalls::Landroid/renderscript/Element.U16()
4816,APICalls::Landroid/renderscript/Element.U32()
4817,APICalls::Landroid/view/ViewGroup.shouldDelayChildPressedState()
4818,APICalls::Landroid/renderscript/Element.MATRIX_4X4()
4819,APICalls::Landroid/renderscript/Element.ALLOCATION()
4820,APICalls::Landroid/renderscript/Element.createPixel()
4821,APICalls::Landroid/renderscript/FieldPacker.reset()
4822,APICalls::Landroid/renderscript/FieldPacker.skip()
4823,APICalls::Landroid/preference/EditTextPreference.onRestoreInstanceState()
4824,APICalls::Landroid/renderscript/ScriptIntrinsicBlur.getKernelID()
4825,APICalls::Landroid/preference/MultiSelectListPreference.onSaveInstanceState()
4826,APICalls::Landroid/renderscript/Element.getSubElementCount()
4827,APICalls::Landroid/renderscript/Element.getSubElementName()
4828,APICalls::Landroid/renderscript/Element.getVectorSize()
4829,APICalls::Landroid/renderscript/Script$LaunchOptions.setY()
4830,APICalls::Landroid/renderscript/Script$LaunchOptions.setZ()
4831,APICalls::Landroid/renderscript/Element.F32()
4832,APICalls::Landroid/renderscript/Element.getSubElement()
4833,APICalls::Landroid/renderscript/Element.isCompatible()
4834,APICalls::Landroid/renderscript/Element.getSubElementArraySize()
4835,APICalls::Landroid/widget/ListView.getViewTreeObserver()
4836,APICalls::Landroid/widget/ScrollView.setFocusable()
4837,APICalls::Landroid/widget/ScrollView.removeView()
4838,APICalls::Landroid/renderscript/Type$Builder.setFaces()
4839,APICalls::Landroid/widget/TextView.setTextAlignment()
4840,APICalls::Landroid/renderscript/Type$Builder.setYuvFormat()
4841,APICalls::Landroid/renderscript/FieldPacker.addBoolean()
4842,APICalls::Landroid/renderscript/FieldPacker.addObj()
4843,APICalls::Landroid/widget/AdapterView.getLastVisiblePosition()
4844,APICalls::Landroid/widget/AdapterView.getFirstVisiblePosition()
4845,APICalls::Landroid/widget/AdapterView.getHeight()
4846,APICalls::Landroid/widget/ScrollView.getMeasuredHeight()
4847,APICalls::Landroid/preference/ListPreference.onActivityDestroy()
4848,APICalls::Landroid/preference/ListPreference.onDismiss()
4849,APICalls::Landroid/preference/ListPreference.onRestoreInstanceState()
4850,APICalls::Landroid/preference/ListPreference.setEntries()
4851,APICalls::Landroid/preference/ListPreference.setValue()
4852,APICalls::Landroid/renderscript/Element.createVector()
4853,APICalls::Landroid/renderscript/Element.getBytesSize()
4854,APICalls::Landroid/widget/ImageView.setMaxHeight()
4855,APICalls::Landroid/renderscript/Element.isComplex()
4856,APICalls::Landroid/renderscript/Script$LaunchOptions.setX()
4857,APICalls::Landroid/renderscript/ScriptIntrinsicLUT.create()
4858,APICalls::Landroid/renderscript/ScriptIntrinsicLUT.setAlpha()
4859,APICalls::Landroid/renderscript/ScriptIntrinsicLUT.setGreen()
4860,APICalls::Landroid/preference/MultiSelectListPreference.setEntries()
4861,APICalls::Landroid/renderscript/Allocation.generateMipmaps()
4862,APICalls::Landroid/renderscript/ScriptIntrinsicLUT.forEach()
4863,APICalls::Landroid/renderscript/ScriptIntrinsicLUT.getKernelID()
4864,APICalls::Landroid/preference/DialogPreference.onRestoreInstanceState()
4865,APICalls::Landroid/view/LayoutInflater$Factory2.onCreateView()
4866,APICalls::Landroid/renderscript/ScriptIntrinsicLUT.setBlue()
4867,APICalls::Landroid/renderscript/ScriptIntrinsicYuvToRGB.forEach()
4868,APICalls::Landroid/renderscript/RenderScript.contextDump()
4869,APICalls::Landroid/renderscript/RenderScript.finish()
4870,APICalls::Landroid/renderscript/RenderScript.setMessageHandler()
4871,APICalls::Landroid/preference/DialogPreference.onSaveInstanceState()
4872,APICalls::Landroid/renderscript/RenderScript.setPriority()
4873,APICalls::Landroid/widget/SpinnerAdapter.getViewTypeCount()
4874,APICalls::Landroid/preference/MultiSelectListPreference.onActivityDestroy()
4875,APICalls::Landroid/renderscript/ScriptIntrinsicColorMatrix.getKernelID()
4876,APICalls::Landroid/renderscript/ScriptIntrinsicYuvToRGB.getFieldID_Input()
4877,APICalls::Landroid/renderscript/ScriptIntrinsicYuvToRGB.getKernelID()
4878,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachDstAtop()
4879,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachDstIn()
4880,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachDstOut()
4881,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachMultiply()
4882,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachSrc()
4883,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDDstOut()
4884,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachSrcIn()
4885,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.forEachSubtract()
4886,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDDst()
4887,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDMultiply()
4888,APICalls::Landroid/widget/TextView.onCreateDrawableState()
4889,APICalls::Landroid/renderscript/ScriptIntrinsicLUT.setRed()
4890,APICalls::Landroid/widget/FrameLayout.generateDefaultLayoutParams()
4891,APICalls::Landroid/renderscript/ScriptGroup$Builder.addConnection()
4892,APICalls::Landroid/preference/MultiSelectListPreference.onDismiss()
4893,APICalls::Landroid/renderscript/Type.getElement()
4894,APICalls::Landroid/renderscript/Type$Builder.setX()
4895,APICalls::Landroid/renderscript/Type$Builder.setY()
4896,APICalls::Landroid/renderscript/Type$Builder.setZ()
4897,APICalls::Landroid/renderscript/ScriptGroup.setInput()
4898,APICalls::Landroid/renderscript/ScriptGroup.setOutput()
4899,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDXor()
4900,APICalls::Landroid/preference/MultiSelectListPreference.onRestoreInstanceState()
4901,APICalls::Landroid/renderscript/Allocation.ioSend()
4902,APICalls::Landroid/renderscript/ScriptIntrinsicYuvToRGB.create()
4903,APICalls::Landroid/renderscript/Element$Builder.add()
4904,APICalls::Landroid/renderscript/Element.F64()
4905,APICalls::Landroid/renderscript/Type.getZ()
4906,APICalls::Landroid/renderscript/Type.hasFaces()
4907,APICalls::Landroid/renderscript/Type.hasMipmaps()
4908,APICalls::Landroid/renderscript/Type.getYuv()
4909,APICalls::Landroid/content/DialogInterface$OnShowListener.onShow()
4910,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDDstIn()
4911,APICalls::Landroid/widget/ScrollView.getParent()
4912,APICalls::Landroid/widget/ImageView.setMaxWidth()
4913,APICalls::Landroid/preference/EditTextPreference.onSaveInstanceState()
4914,APICalls::Landroid/renderscript/Allocation.getUsage()
4915,APICalls::Landroid/renderscript/Type$Builder.setMipmaps()
4916,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDDstOver()
4917,APICalls::Landroid/preference/DialogPreference.onActivityDestroy()
4918,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDSrc()
4919,APICalls::Landroid/preference/DialogPreference.onDismiss()
4920,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDSrcAtop()
4921,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDSrcIn()
4922,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDSrcOut()
4923,APICalls::Landroid/renderscript/ScriptIntrinsicBlend.getKernelIDSrcOver()
4924,APICalls::Landroid/renderscript/Allocation.ioReceive()
4925,APICalls::Landroid/renderscript/Type$Builder.create()
4926,APICalls::Landroid/renderscript/FieldPacker.getData()
4927,APICalls::Landroid/renderscript/Type.getX()
4928,APICalls::Landroid/renderscript/Type.getY()
4929,APICalls::Landroid/view/ViewGroup.getPaddingLeft()
4930,APICalls::Landroid/view/ViewGroup.getPaddingTop()
