,names,stats,p_values
3843,apicalls::landroid/net/http/sslcertificate.getissuedto,554.7682640390698,1.1553325541450964e-122
3844,apicalls::landroid/widget/progressbar.getmin,554.7260999644155,1.1799925592034467e-122
3845,apicalls::landroid/widget/ratingbar.getheight,554.1942679974112,1.540184163637259e-122
3846,apicalls::landroid/widget/progressbar.setmin,554.1942679974112,1.540184163637259e-122
3847,apicalls::landroid/widget/ratingbar.getstepsize,554.0879016044923,1.6244687241107678e-122
3848,apicalls::landroid/widget/listview.setfriction,552.9772916287021,2.83342271582988e-122
3849,apicalls::landroid/widget/imagebutton.onsaveinstancestate,552.2553591340629,4.067800845626343e-122
3850,apicalls::landroid/widget/imagebutton.onrestoreinstancestate,552.2553591340629,4.067800845626343e-122
3851,apicalls::landroid/view/autofill/autofillmanager.isautofillsupported,552.2310070296314,4.11772382932298e-122
3852,apicalls::landroid/view/menu.setgroupcheckable,552.1287563247402,4.334118091306184e-122
3853,apicalls::landroid/widget/compoundbutton.isenabled,551.6852792426539,5.412207316954894e-122
3854,apicalls::landroid/widget/switch.setswitchpadding,551.1096426684226,7.221014149747081e-122
3855,apicalls::landroid/widget/edittext.settypeface,551.0849724386414,7.310800857627632e-122
3856,apicalls::landroid/widget/framelayout.gettranslationy,550.6258686856479,9.201071275018708e-122
3857,apicalls::landroid/content/pm/shortcutmanager.removedynamicshortcuts,550.3729508383352,1.044379198547116e-121
3858,apicalls::landroid/view/surfaceview.setonlongclicklistener,549.9289884386976,1.3044818056146356e-121
3859,apicalls::landroid/view/view.issoundeffectsenabled,549.8608316406909,1.3497859526549327e-121
3860,apicalls::landroid/net/http/sslcertificate.getissuedby,549.8166014900958,1.380024396480641e-121
3861,apicalls::landroid/view/surfaceview.onkeydown,548.5495266892632,2.6033212008481665e-121
3862,apicalls::landroid/net/http/sslcertificate$dname.getcname,546.2301595900319,8.31933618691758e-121
3863,apicalls::landroid/view/autofill/autofillmanager.isenabled,545.7534545336503,1.056313341983185e-120
3864,apicalls::landroid/widget/framelayout.settag,545.6201864752924,1.129235169821861e-120
3865,apicalls::landroid/widget/textview.setminimumwidth,545.4771211954276,1.2131300610413883e-120
3866,apicalls::landroid/widget/textview.setcompounddrawabletintmode,543.821172316785,2.7806729128282187e-120
3867,apicalls::landroid/widget/gridview.setgravity,543.5703277801719,3.152970629663041e-120
3868,apicalls::landroid/widget/textview.setforeground,542.7066985110048,4.8595791289643415e-120
3869,apicalls::landroid/renderscript/allocation.gettype,542.4954499490932,5.402004389909722e-120
3870,apicalls::landroid/widget/viewflipper.setbackgroundcolor,542.0339292803062,6.807019753771176e-120
3871,apicalls::landroid/text/spanned.length,541.8277546594004,7.547612088241634e-120
3872,apicalls::landroid/widget/relativelayout.setbackgroundresource,541.4043335503455,9.330897866686472e-120
3873,apicalls::landroid/os/strictmode$threadpolicy$builder.penaltydeath,540.7493155946388,1.29545010171748e-119
3874,apicalls::landroid/widget/compoundbutton.requestlayout,540.4293467281213,1.520649424402667e-119
3875,apicalls::landroid/widget/listview.performitemclick,538.28931814138,4.4421050080773725e-119
3876,apicalls::landroid/widget/autocompletetextview.addtextchangedlistener,537.9995575074022,5.136012050225374e-119
3877,apicalls::landroid/view/menuitem.getnumericshortcut,537.6408665686654,6.146941374495268e-119
3878,apicalls::landroid/widget/imageview.animate,537.4266668850338,6.843182977116157e-119
3879,apicalls::landroid/widget/relativelayout.settag,537.3266856383516,7.194639813165998e-119
3880,apicalls::landroid/view/menuitem.getalphabeticshortcut,537.3259551909031,7.197272820195835e-119
3881,apicalls::landroid/view/menu.performidentifieraction,536.5314043731244,1.0715751492349132e-118
3882,apicalls::landroid/view/viewgroup.setbackgrounddrawable,535.8561556057156,1.502877183820451e-118
3883,apicalls::landroid/net/http/sslcertificate$dname.getoname,535.5893125043674,1.7178114580377758e-118
3884,apicalls::landroid/view/menuitem.getmenuinfo,534.9351481349534,2.3839101604855533e-118
3885,apicalls::landroid/view/menu.addintentoptions,534.7151363113973,2.661667748874957e-118
3886,apicalls::landroid/webkit/webview.getmeasuredheight,534.5757190111966,2.854199588204752e-118
3887,apicalls::landroid/view/viewgroup.scrollto,534.1398181148882,3.550712397546913e-118
3888,apicalls::landroid/view/menu.isshortcutkey,533.4568047457841,4.999272169460969e-118
3889,apicalls::landroid/view/surfaceview.setzordermediaoverlay,533.4465309113639,5.025067299318789e-118
3890,apicalls::landroid/view/windowmanager.updateviewlayout,532.6455006317025,7.505998976202341e-118
3891,apicalls::landroid/widget/relativelayout.setontouchlistener,531.7559193123675,1.172034088970722e-117
3892,apicalls::landroid/webkit/webview.setpadding,531.4702953140159,1.3523183471328375e-117
3893,apicalls::landroid/view/gesturedetector$simpleongesturelistener.onscroll,531.4212718694245,1.3859392751791926e-117
3894,apicalls::landroid/widget/radiobutton.setbackgrounddrawable,531.1869567363948,1.5585491249490024e-117
3895,apicalls::landroid/widget/listview.layoutchildren,531.1030962318355,1.6254167449046234e-117
3896,apicalls::landroid/widget/linearlayout.getresources,531.0197728713933,1.694697194661578e-117
3897,apicalls::landroid/net/http/sslcertificate$dname.getuname,530.8435953879433,1.8510593831071268e-117
3898,apicalls::landroid/widget/button.getcontext,530.188140064785,2.5705020292202794e-117
3899,apicalls::landroid/widget/relativelayout.getid,530.1841222102155,2.5756808943755996e-117
3900,apicalls::landroid/renderscript/renderscript.destroy,530.1666831264646,2.5982804246696327e-117
3901,apicalls::landroid/widget/button.getstatelistanimator,530.0491011172654,2.755920054735532e-117
3902,apicalls::landroid/security/keystore/keygenparameterspec$builder.setcertificatesubject,529.8996794392848,2.970120806643272e-117
3903,apicalls::landroid/widget/framelayout.animate,529.2716562173141,4.068217563933904e-117
3904,apicalls::landroid/widget/checkbox.setonclicklistener,529.2087684145084,4.198419104787365e-117
3905,apicalls::landroid/widget/gridlayout$layoutparams.setmargins,529.0824515076931,4.472669422353797e-117
3906,apicalls::landroid/security/keystore/keygenparameterspec$builder.setcertificateserialnumber,528.4304150965179,6.200425304670709e-117
3907,apicalls::landroid/widget/linearlayout.getorientation,527.7129945875236,8.881805659698536e-117
3908,apicalls::landroid/view/viewgroup.getwindowtoken,527.6866951025609,8.999593811756236e-117
3909,apicalls::landroid/widget/imageview.getleft,527.0078679713096,1.2644650194769177e-116
3910,apicalls::landroid/content/res/assetmanager.openxmlresourceparser,526.797599734861,1.4049223347047604e-116
3911,apicalls::landroid/widget/tablelayout$layoutparams.setmarginend,526.6453778846214,1.5162450314806538e-116
3912,apicalls::landroid/widget/tablelayout$layoutparams.setmarginstart,526.6453778846214,1.5162450314806538e-116
3913,apicalls::landroid/widget/gridlayout$layoutparams.setmarginend,526.1135461467484,1.9791274207315435e-116
3914,apicalls::landroid/widget/tablerow$layoutparams.setmarginend,525.9008134529131,2.2016869255180612e-116
3915,apicalls::landroid/widget/gridlayout$layoutparams.setmarginstart,525.9008134529131,2.2016869255180612e-116
3916,apicalls::landroid/widget/tablerow$layoutparams.setmarginstart,525.6880807598299,2.449274189731176e-116
3917,apicalls::landroid/widget/toolbar$layoutparams.setmargins,525.6880807598299,2.449274189731176e-116
3918,apicalls::landroid/widget/toolbar$layoutparams.setmarginend,525.6880807598299,2.449274189731176e-116
3919,apicalls::landroid/widget/adapter.getview,525.6669107987834,2.4753870610403103e-116
3920,apicalls::landroid/widget/toolbar$layoutparams.setmarginstart,525.5817144135707,2.583320797911037e-116
3921,apicalls::landroid/widget/overscroller.forcefinished,525.5655651256751,2.604304496848769e-116
3922,apicalls::landroid/content/pm/shortcutinfo$builder.setextras,524.7013169128759,4.0152898564238364e-116
3923,apicalls::landroid/widget/edittext.onfocuschanged,524.0649074956106,5.522986637397808e-116
3924,apicalls::landroid/webkit/cookiemanager.acceptcookie,523.7602046130745,6.433765033562006e-116
3925,apicalls::landroid/text/textpaint.gettextbounds,523.6717060097193,6.725413306008302e-116
3926,apicalls::landroid/opengl/gles20.glblendfunc,523.5693948371669,7.079096554643254e-116
3927,apicalls::landroid/util/lrucache.remove,523.492384328567,7.357533979138426e-116
3928,apicalls::landroid/bluetooth/bluetoothadapter.getstate,523.3668293019001,7.835164050630534e-116
3929,apicalls::landroid/widget/edittext.setmaxlines,522.8134641794655,1.033805048620527e-115
3930,apicalls::landroid/view/view.requestfocusfromtouch,522.338768145473,1.3113363095378725e-115
3931,apicalls::landroid/content/pm/shortcutmanager.updateshortcuts,522.2372186901137,1.3797720105591481e-115
3932,apicalls::landroid/view/scalegesturedetector.getcurrentspanx,522.095540138228,1.4812594434332057e-115
3933,apicalls::landroid/widget/button.settag,521.7810615022387,1.7340021808692358e-115
3934,apicalls::landroid/view/submenu.seticon,521.0115333964234,2.549586870680768e-115
3935,apicalls::landroid/view/scalegesturedetector.getcurrentspany,520.7141719739,2.959133268938724e-115
3936,apicalls::landroid/security/keystore/keygenparameterspec$builder.setkeyvalidityfororiginationend,520.6429876243659,3.066560830136809e-115
3937,apicalls::landroid/view/viewgroup.getrootview,520.248455185576,3.7366911207126187e-115
3938,apicalls::landroid/widget/imageview.ontouchevent,520.0212002822861,4.1872557623283065e-115
3939,apicalls::landroid/content/pm/shortcutmanager.adddynamicshortcuts,519.9283423426409,4.386639703031871e-115
3940,apicalls::landroid/net/http/sslcertificate.getvalidnotbefore,519.7061960809091,4.903010892613898e-115
3941,apicalls::landroid/net/http/sslcertificate.getvalidnotafter,519.7061960809091,4.903010892613898e-115
3942,apicalls::landroid/widget/space.setlayoutparams,519.4913242853808,5.4602324427105535e-115
3943,apicalls::landroid/widget/progressbar.setpadding,519.3687172041842,5.806119642277676e-115
3944,apicalls::landroid/util/sparsebooleanarray.indexofkey,519.2010305899009,6.314929693088814e-115
3945,apicalls::landroid/widget/expandablelistview.setadapter,519.0282321365081,6.885939987402064e-115
3946,apicalls::landroid/widget/imagebutton.getlayoutparams,518.8260378417785,7.61997335448827e-115
3947,apicalls::landroid/content/pm/shortcutmanager.removealldynamicshortcuts,518.4182225336983,9.347156665188583e-115
3948,apicalls::landroid/view/view.setmeasureddimension,518.2021986747959,1.0415465017011492e-114
3949,apicalls::landroid/view/viewgroup.getalpha,518.0192152343191,1.1415354724145335e-114
3950,apicalls::landroid/security/keystore/keygenparameterspec$builder.setcertificatenotafter,517.5723858310636,1.4279199220067807e-114
3951,apicalls::landroid/widget/radiobutton.setbackgroundresource,517.3890378216778,1.5652871135360644e-114
3952,apicalls::landroid/widget/textview.getminheight,517.1787736639063,1.7391627261042867e-114
3953,apicalls::landroid/os/handlerthread.join,516.9173847551564,1.982482925519701e-114
3954,apicalls::landroid/view/viewgroup.setbackground,516.8187123276605,2.0829420929348736e-114
3955,apicalls::landroid/os/binder.attachinterface,516.7495343108848,2.1563932732044983e-114
3956,apicalls::landroid/widget/textview.settextlocales,516.6524619369545,2.263849780430214e-114
3957,apicalls::landroid/widget/textview.getminwidth,516.601210116356,2.322727470985511e-114
3958,apicalls::landroid/widget/edittext.gettextclassifier,516.5503919010528,2.3826188403045124e-114
3959,apicalls::landroid/security/keystore/keygenparameterspec$builder.setcertificatenotbefore,516.4050104414907,2.562622553278055e-114
3960,apicalls::landroid/widget/edittext.settextclassifier,516.3462552192118,2.639172586480552e-114
3961,apicalls::landroid/view/submenu.setheadericon,516.2360641305024,2.788955917936783e-114
3962,apicalls::landroid/widget/relativelayout.setcontentdescription,516.050315646921,3.060936126732941e-114
3963,apicalls::landroid/os/localelist.forlanguagetags,516.0081433842801,3.126291974817201e-114
3964,apicalls::landroid/widget/textview.setfontvariationsettings,515.3960168240326,4.248228696486041e-114
3965,apicalls::landroid/view/scalegesturedetector.getpreviousspan,515.263249885911,4.540394534515712e-114
3966,apicalls::landroid/webkit/webview.restorestate,514.7954192592703,5.739554851421171e-114
3967,apicalls::landroid/webkit/webview.removejavascriptinterface,514.6178942355461,6.273384214158419e-114
3968,apicalls::landroid/widget/textview.gettextclassifier,514.2738916963692,7.453250762091885e-114
3969,apicalls::landroid/view/textclassifier/textclassificationmanager.gettextclassifier,514.1135304207766,8.076723258035306e-114
3970,apicalls::landroid/widget/horizontalscrollview.getwidth,513.9006792283425,8.985553329619321e-114
3971,apicalls::landroid/widget/imagebutton.onattachedtowindow,513.4152054140241,1.1459576456407327e-113
3972,apicalls::landroid/content/pm/shortcutinfo$builder.setcategories,513.276178438428,1.2286168655430389e-113
3973,apicalls::landroid/widget/textview.getcompounddrawabletintlist,513.1405009666366,1.3150299596576696e-113
3974,apicalls::landroid/widget/textview.getcompounddrawabletintmode,512.7162763711577,1.6264239047771387e-113
3975,apicalls::landroid/os/strictmode$threadpolicy$builder.detectnetwork,512.4854593619566,1.8257967348811108e-113
3976,apicalls::landroid/widget/listview.setfocusableintouchmode,512.0103352448153,2.3164607637551557e-113
3977,apicalls::landroid/widget/framelayout.getpaddingtop,511.592591895838,2.85570484575826e-113
3978,apicalls::landroid/widget/textview.settextclassifier,511.1858806525981,3.5010762756880275e-113
3979,apicalls::landroid/view/viewconfiguration.getpressedstateduration,510.9478543753736,3.944473702306779e-113
3980,apicalls::landroid/widget/textview.settextlocale,510.9083518393968,4.023311470255356e-113
3981,apicalls::landroid/widget/checkable.setchecked,510.90232339512886,4.035480636108754e-113
3982,apicalls::landroid/widget/framelayout.getpaddingright,510.70047032494045,4.464908694717649e-113
3983,apicalls::landroid/widget/imagebutton.setbackground,510.3592603258693,5.29724376258506e-113
3984,apicalls::landroid/widget/seekbar.setsplittrack,510.0522299421768,6.178042990136162e-113
3985,apicalls::landroid/provider/contacts$people.opencontactphotoinputstream,509.9271565338561,6.577537297909514e-113
3986,apicalls::landroid/widget/framelayout.getpaddingleft,509.79795821217647,7.017350830655333e-113
3987,apicalls::landroid/view/contextthemewrapper.applyoverrideconfiguration,509.51031259921626,8.10506908526015e-113
3988,apicalls::landroid/view/submenu.clearheader,509.4199856961263,8.48026275509722e-113
3989,apicalls::landroid/content/pm/shortcutinfo.getextras,508.447049777593,1.380680424371624e-112
3990,apicalls::landroid/view/submenu.setheadertitle,508.1024509040225,1.6408485940747075e-112
3991,apicalls::landroid/widget/checkbox.setgravity,507.8702987698277,1.8432258610486046e-112
3992,apicalls::landroid/webkit/webview.onwindowvisibilitychanged,507.8700978051529,1.8434114452944046e-112
3993,apicalls::landroid/widget/listview.setbackgrounddrawable,507.7594452787238,1.948486055682027e-112
3994,apicalls::landroid/widget/edittext.setlines,507.4135635352852,2.317138325060347e-112
3995,apicalls::landroid/widget/textview.addtextchangedlistener,507.3278265279306,2.4188340077505475e-112
3996,apicalls::landroid/icu/util/ulocale.addlikelysubtags,505.8693109313369,5.022748524194258e-112
3997,apicalls::landroid/icu/util/ulocale.getscript,505.8693109313369,5.022748524194258e-112
3998,apicalls::landroid/widget/togglebutton.setoncheckedchangelistener,505.0161761292987,7.701270698358697e-112
3999,apicalls::landroid/content/pm/shortcutinfo.getlonglabel,505.00571699549073,7.741730354684506e-112
4000,apicalls::landroid/icu/util/ulocale.forlocale,504.2990242412939,1.103055368223672e-111
4001,apicalls::landroid/widget/spinner.onrestoreinstancestate,503.8291893141286,1.395797052900866e-111
4002,apicalls::landroid/widget/textview.setminheight,503.5244970709124,1.6259837488366508e-111
4003,apicalls::landroid/widget/listview.settextdirection,503.3403853842101,1.7830956748763193e-111
4004,apicalls::landroid/webkit/websettings.setoffscreenpreraster,503.25879317097497,1.8574932095390823e-111
4005,apicalls::landroid/widget/framelayout.getpaddingbottom,503.0424199688222,2.070165622596197e-111
4006,apicalls::landroid/widget/listview.settextalignment,502.9853229344278,2.1302379000980293e-111
4007,apicalls::landroid/content/pm/shortcutmanager.getmaxshortcutcountperactivity,502.4294052770922,2.8143835158229365e-111
4008,apicalls::landroid/widget/imagebutton.ondetachedfromwindow,502.2479347396813,3.082245593759968e-111
4009,apicalls::landroid/view/motionevent.getmetastate,502.18115470570297,3.1871103522898898e-111
4010,apicalls::landroid/widget/adapterview.getitematposition,501.8880731820785,3.691179906227461e-111
4011,apicalls::landroid/widget/radiobutton.drawablestatechanged,501.5856963284688,4.294927745198771e-111
4012,apicalls::landroid/content/pm/shortcutinfo.getdisabledmessage,500.7041535185478,6.679760881544717e-111
4013,apicalls::landroid/widget/spinner.onsaveinstancestate,500.5138527159461,7.347954017102892e-111
4014,apicalls::landroid/webkit/webbackforwardlist.getcurrentindex,500.3796676286965,7.858910533540432e-111
4015,apicalls::landroid/view/submenu.setheaderview,500.1953893741832,8.619012840541274e-111
4016,apicalls::landroid/widget/framelayout.getbottom,499.90619243125815,9.962788998637985e-111
4017,apicalls::landroid/content/pm/shortcutinfo.getactivity,499.59852509061216,1.1623132840814475e-110
4018,apicalls::landroid/widget/checkbox.setbackgroundresource,499.43642735715343,1.2606440076205753e-110
4019,apicalls::landroid/widget/popupwindow.setisclippedtoscreen,498.4835713551048,2.031961863135818e-110
4020,apicalls::landroid/widget/popupwindow.setepicenterbounds,498.38158882557616,2.138479201627614e-110
4021,apicalls::landroid/widget/popupwindow.settouchmodal,498.38158882557616,2.138479201627614e-110
4022,apicalls::landroid/widget/relativelayout.setonlongclicklistener,497.7559691242744,2.925689917796428e-110
4023,apicalls::landroid/view/inputmethod/inputmethodmanager.isfullscreenmode,497.6463341484866,3.0908851717953057e-110
4024,apicalls::landroid/content/pm/shortcutinfo.getintents,497.23337677710384,3.80132476875776e-110
4025,apicalls::landroid/widget/textview.gettextdirectionheuristic,496.1382748003798,6.579762380110048e-110
4026,apicalls::landroid/view/viewstub.setlayoutresource,496.0390052665575,6.915277206404668e-110
4027,apicalls::landroid/widget/textview.ishorizontallyscrollable,496.0363197359979,6.924587707400811e-110
4028,apicalls::landroid/content/pm/shortcutinfo.getshortlabel,495.73145395216585,8.067289677461836e-110
4029,apicalls::landroid/content/pm/shortcutinfo.getcategories,494.82775666168885,1.2686962388554357e-109
4030,apicalls::landroid/widget/gallery.setonitemclicklistener,492.4768046259738,4.1199352332714693e-109
4031,apicalls::landroid/os/message.isasynchronous,491.6135217748532,6.349350844061354e-109
4032,apicalls::landroid/widget/textview.setontouchlistener,491.0850666090316,8.273980849980041e-109
4033,apicalls::landroid/widget/autocompletetextview.requestfocus,491.0743136405944,8.3186762859177515e-109
4034,apicalls::landroid/opengl/glsurfaceview.onresume,491.0425931812375,8.451936100357953e-109
4035,apicalls::landroid/widget/autocompletetextview.dismissdropdown,491.0142292683232,8.57290168435895e-109
4036,apicalls::landroid/widget/edittext.onkeydown,490.683807413095,1.0116344806659561e-108
4037,apicalls::landroid/widget/linearlayout.isenabled,489.6445738497617,1.7027420254537226e-108
4038,apicalls::landroid/widget/autocompletetextview.setdropdownbackgrounddrawable,489.5689150234393,1.768525720794316e-108
4039,apicalls::landroid/view/viewgroup.setsystemuivisibility,489.1836740712723,2.1450412031517265e-108
4040,apicalls::landroid/widget/horizontalscrollview.getlayoutparams,488.7604175474897,2.651745421998617e-108
4041,apicalls::landroid/widget/listview.getlastvisibleposition,488.7284810384738,2.694516729534758e-108
4042,apicalls::landroid/view/inputdevice.getmotionranges,488.1181876720725,3.6582605561759594e-108
4043,apicalls::landroid/view/inputdevice$motionrange.getaxis,488.01207816869,3.858007241726663e-108
4044,apicalls::landroid/net/sslcertificatesocketfactory.getdefault,487.9929403227408,3.895177475817677e-108
4045,apicalls::landroid/telephony/mbms/serviceinfo.getnameforlocale,487.72512008475695,4.454535246418125e-108
4046,apicalls::landroid/telephony/mbms/serviceinfo.getnamedcontentlocales,487.619115283269,4.697513742101879e-108
4047,apicalls::landroid/widget/framelayout.setwillnotdraw,487.1585786427138,5.916660777480957e-108
4048,apicalls::landroid/widget/space.getlayoutparams,487.0071999316283,6.382860486608952e-108
4049,apicalls::landroid/widget/textview.post,486.32241449815297,8.99536777509735e-108
4050,apicalls::landroid/view/view$basesavedstate.getsuperstate,486.2561579026387,9.298990987132113e-108
4051,apicalls::landroid/widget/edittext.getvisibility,485.6341192820402,1.2699500104800926e-107
4052,apicalls::landroid/widget/adapterview.onlayout,485.5556610914667,1.3208653492811942e-107
4053,apicalls::landroid/widget/listview.addfooterview,484.72659890419294,2.0010442137749532e-107
4054,apicalls::landroid/widget/autocompletetextview.getthreshold,484.09647481065406,2.743896365977007e-107
4055,apicalls::landroid/widget/framelayout.getlocationinwindow,483.9224366402699,2.993900581330373e-107
4056,apicalls::landroid/content/pm/signature.tocharsstring,483.85302069573805,3.0998585630359987e-107
4057,apicalls::landroid/view/viewgroup.isshown,483.8427477447972,3.115854815044275e-107
4058,apicalls::landroid/widget/listview.getpaddingtop,483.74411931372833,3.2736948296706666e-107
4059,apicalls::landroid/content/intent.getfloatextra,483.2169615170219,4.263289733485748e-107
4060,apicalls::landroid/view/inputdevice$motionrange.getmin,482.978619661542,4.804042244707343e-107
4061,apicalls::landroid/widget/autocompletetextview.sethint,482.4666063624653,6.208954421237334e-107
4062,apicalls::landroid/widget/textview.setmaxwidth,481.8840213089047,8.31354971769636e-107
4063,apicalls::landroid/widget/imagebutton.setclickable,481.8039970383748,8.653652737103558e-107
4064,apicalls::landroid/widget/progressbar.incrementprogressby,481.6978101359293,9.126522375844628e-107
4065,apicalls::landroid/widget/edittext.ontouchevent,481.447351676433,1.0346754797023284e-106
4066,apicalls::landroid/content/intent.replaceextras,481.40685831532,1.055881955582592e-106
4067,apicalls::landroid/widget/listview.getdivider,480.8916473675423,1.3668585285897563e-106
4068,apicalls::landroid/view/view$onlongclicklistener.onlongclick,480.82278239443446,1.4148434093557407e-106
4069,apicalls::landroid/widget/autocompletetextview.ispopupshowing,480.7139603854398,1.494127723182589e-106
4070,apicalls::landroid/view/viewgroup.setmeasureddimension,480.4705168168174,1.6879530629320415e-106
4071,apicalls::landroid/webkit/webchromeclient.getvideoloadingprogressview,479.0313238905476,3.471569518664759e-106
4072,apicalls::landroid/widget/gallery.setadapter,478.34319319402897,4.900748493843865e-106
4073,apicalls::landroid/view/viewgroup.isfocusable,478.16103401633256,5.369083322815058e-106
4074,apicalls::landroid/widget/horizontalscrollview.requestlayout,478.0573573438668,5.655358493015942e-106
4075,apicalls::landroid/widget/popupmenu.dismiss,477.71418187697947,6.716376540075336e-106
4076,apicalls::landroid/webkit/webview.gobackorforward,477.6547080300452,6.919529123041708e-106
4077,apicalls::landroid/text/textpaint.setflags,477.5329134734002,7.354938408314711e-106
4078,apicalls::landroid/opengl/matrix.multiplymm,477.4878166864484,7.523018083761956e-106
4079,apicalls::landroid/widget/autocompletetextview.setinputtype,476.7617077368348,1.0824148801026867e-105
4080,apicalls::landroid/view/view.setscreenreaderfocusable,476.27268604929714,1.382946514298889e-105
4081,apicalls::landroid/view/view.setaccessibilitypanetitle,476.27268604929714,1.382946514298889e-105
4082,apicalls::landroid/widget/autocompletetextview.clearfocus,476.2492347248325,1.3992922294736071e-105
4083,apicalls::landroid/widget/togglebutton.ischecked,475.94635050987375,1.628607628002234e-105
4084,apicalls::landroid/widget/autocompletetextview.getcontext,475.29620832557214,2.2557379006193765e-105
4085,apicalls::landroid/net/wifi/wifiinfo.getsupplicantstate,475.2536219036984,2.304387637962207e-105
4086,apicalls::landroid/view/viewgroup.getdescendantfocusability,474.6876056414093,3.0600047432117057e-105
4087,apicalls::landroid/webkit/websettings.setdefaulttextencodingname,474.25244489727066,3.805523259500109e-105
4088,apicalls::landroid/view/viewtreeobserver.addonglobalfocuschangelistener,474.2164632345524,3.874753742202512e-105
4089,apicalls::landroid/widget/listview.isshown,473.9485831599429,4.431346520896569e-105
4090,apicalls::landroid/view/surface.writetoparcel,473.0388438121447,6.99034435021283e-105
4091,apicalls::landroid/view/viewgroup.isfocused,471.74970828372153,1.3335855854094766e-104
4092,apicalls::landroid/widget/listview.setpadding,471.2111419669712,1.7466910132636082e-104
4093,apicalls::landroid/widget/gallery.setselection,471.1141727579744,1.8336531336368722e-104
4094,apicalls::landroid/content/clipdata.newrawuri,469.9808420901083,3.235471808917041e-104
4095,apicalls::landroid/view/viewgroup.settouchdelegate,469.2079202518793,4.765751232186005e-104
4096,apicalls::landroid/widget/relativelayout.getoverlay,469.1826424178988,4.826496884305946e-104
4097,apicalls::landroid/widget/button.setcompounddrawableswithintrinsicbounds,468.8482631572705,5.706840353268875e-104
4098,apicalls::landroid/widget/framelayout.isenabled,468.7842990905575,5.892706981053145e-104
4099,apicalls::landroid/widget/framelayout.setdescendantfocusability,468.2547767547484,7.683224870819726e-104
4100,apicalls::landroid/widget/horizontalscrollview.getmeasuredwidth,468.15918030366953,8.060207059352276e-104
4101,apicalls::landroid/widget/framelayout.getscrolly,468.09003454180026,8.344358390594358e-104
4102,apicalls::landroid/view/viewgroup.canscrollvertically,467.971830049979,8.853507065798749e-104
4103,apicalls::landroid/os/countdowntimer.start,467.52702825885854,1.1063905059322101e-103
4104,apicalls::landroid/widget/cursoradapter.getcursor,466.77033041100526,1.6164919279067286e-103
4105,apicalls::landroid/widget/imageview.setonlongclicklistener,466.7672259133067,1.6190084353091328e-103
4106,apicalls::landroid/widget/autocompletetextview.getdropdownanchor,466.6330334541852,1.7316128754935684e-103
4107,apicalls::landroid/widget/autocompletetextview.getinputtype,466.54185811349777,1.8125564146238138e-103
4108,apicalls::landroid/widget/textview.getresources,466.4374044680119,1.9099489949253256e-103
4109,apicalls::landroid/view/viewgroup.measurechildwithmargins,466.2426338181917,2.105746013881768e-103
4110,apicalls::landroid/text/layout.getlineright,466.2120476426656,2.1382667170831205e-103
4111,apicalls::landroid/view/keyevent.getmaxkeycode,465.77868529232353,2.656846097966899e-103
4112,apicalls::landroid/widget/horizontalscrollview.post,465.5040575364537,3.048797524177248e-103
4113,apicalls::landroid/widget/autocompletetextview.getlistselection,465.46731449544177,3.10544828032264e-103
4114,apicalls::landroid/widget/framelayout.getoverscrollmode,465.23741691080926,3.484598519399529e-103
4115,apicalls::landroid/widget/framelayout.findfocus,465.1333510385173,3.671121310642509e-103
4116,apicalls::landroid/widget/toast.cancel,464.2959218031633,5.585136906080017e-103
4117,apicalls::landroid/view/viewgroup.setwillnotdraw,464.28764916723134,5.608336403365388e-103
4118,apicalls::landroid/view/viewgroup.onwindowfocuschanged,463.9796444066323,6.544250684272673e-103
4119,apicalls::landroid/widget/framelayout.getdescendantfocusability,463.9681986380848,6.581890882592541e-103
4120,apicalls::landroid/widget/autocompletetextview.getdropdownbackground,463.9211724450688,6.738825377471079e-103
4121,apicalls::landroid/view/viewgroup.measurechild,463.6011266029567,7.910983709337701e-103
4122,apicalls::landroid/widget/listview.getpaddingbottom,463.58672667109727,7.968271290415274e-103
4123,apicalls::landroid/widget/framelayout.scrollby,463.4952833931323,8.341870073807852e-103
4124,apicalls::landroid/widget/listview.getchoicemode,463.383388198233,8.822940683674455e-103
4125,apicalls::landroid/widget/toast.settext,463.27283817780136,9.325466825023756e-103
4126,apicalls::landroid/widget/framelayout.getscrollx,463.1976955488976,9.683284003124365e-103
4127,apicalls::landroid/view/inputdevice$motionrange.getsource,463.18537722090537,9.74323798787545e-103
4128,apicalls::landroid/widget/textview.setsaveenabled,463.17159766696096,9.810743817841657e-103
4129,apicalls::landroid/widget/autocompletetextview.setimeoptions,462.9598078907696,1.0909136904621472e-102
4130,apicalls::landroid/widget/relativelayout.requestlayout,462.8448900682507,1.155575052932387e-102
4131,apicalls::landroid/widget/autocompletetextview.post,462.7339059428751,1.2216587411791596e-102
4132,apicalls::landroid/widget/horizontalscrollview.getcontext,462.6971479217491,1.244368434661878e-102
4133,apicalls::landroid/widget/autocompletetextview.setlistselection,462.6060859138048,1.3024630373769417e-102
4134,apicalls::landroid/view/view.onlayout,462.4526938856616,1.4065195370653464e-102
4135,apicalls::landroid/widget/framelayout.getfocusables,462.0616322575057,1.7109867216501622e-102
4136,apicalls::landroid/widget/listview.isverticalscrollbarenabled,461.9746777066548,1.7871840231045844e-102
